Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0929549932,.0929549932,.0929549932,.0929549932,.0929549932,.0929549932,.0929549932,.0929549932,.0929549932,.0929549932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,0,0,0,0,0,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0037505184,.0037505184,.0065634074,.0056257774,.0103139253,.0140644442,.0140644442,.0168773327,.0225031096,.0243783686,.0243783686,.0281288885,.0318794064,.0318794064,.0337546654,.0309417769,.0318794064,.0300041474,.0290665179,.0337546654,.0393804424,.0459438488,.0506319962,.0768856257,.0853242949,.1003263667,.1368939131,.1781496257,.2231558412,.2709749639,.3394218981,.3778647184,.393804431,.4200580716,.4434987903,.4660018981,.4650642872,.4500622153,.4378730059,.411619395,.4003678262,.4172451794,.4303719699,.422870934,.4031807184,.4031807184,.4041183591,.4613137543,.5185091496,.5775798559,.603833437,.6432139277,.711660862,.7679186463,.8260516524,.8579310775,.9207522869,.9723218679,.9582574368,.9863863587,.9891992211,.953569293,.9329414368,.9385672212,.9451306462,.9385672212,.92450279,.8682450056,.8551182151,.8091743588,.7979227901,.816675365,.8148001432,.8223011494,.8213635087,.8523052931,.8316774368,.8307397962,.8476171494,.8673073649,.8607439399,.8766836524,.87387079,.8598063588,.8701202869,.92450279,1.112028718,1.30424273,1.45613873,1.599596024,1.802124023,1.979336023,2.147171736
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031260496,.0031260496,.0031260496,.0031260496,.0031260496,.0031260496,.0031260496,.0031260496,.0031260496,.0437646955,.0468907431,.0468907431,.0468907431,.162554577,1.22853744,1.22853744,1.67556262,1.67556262,2.8540833,3.047898293,3.066654682,4.016973495,4.117007256,4.329578876,3.673108339,4.204536915,3.941948414,6.580334187,6.11142683,6.624099255,16.01475143,16.38049889,16.72749138,16.79626465,16.8775425,16.38987732,16.3461132,14.94251728,14.46423149,14.65804672,6.152065754,5.889477253,7.79949379,10.08463573,10.74423218,12.96372795,16.90254974,19.1564312,21.66664886,23.80799294,29.50678253,31.14483261,30.73844528,31.91383934,34.21148682,35.25246048,34.04267883,33.68005753,33.52375412,36.68106461,33.58940125,31.9888649,35.30560303,50.88583374,64.45601654,66.21285248,67.28508759,73.74663544,77.03836823,74.40623474,77.00710297,86.11641693,91.08058167,82.11194611,76.52256775,73.84041595,73.95920563,66.71614838,70.41114044,79.02340698,82.2401123,83.03412628,83.70623016,83.66871643,82.78404236,96.35422516,106.0418549,118.4022522,123.1819839,123.013176,125.6515656,132.7758331,132.5538788
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0239413548,.0239413548,.0478827097,.0478827097,.0478827097,.0957654193,.0957654193,.2154721916,.2154721916,.2154721916,.2154721916,.2872962356,.2633548975,.2633548975,.2872962356,.2872962356,.2872962356,.1675894707,.1915308386,.3351789415,.4548857212,1.149184942,1.41253984,1.484363914,2.011073828,2.537783623,2.968727827,3.567261696,4.477033138,4.979801655,5.793807507,6.176869392,6.368400097,6.296576023,8.547063828,7.97247076,9.265303612,9.839896202,10.00748634,9.815955162,8.858301163,7.709115982,11.61155701,12.47344589,10.31872368,10.31872368,95.14294434,98.42290497,97.32160187,128.8044891,129.9057922,130.2170258,125.8596954,124.9978104,124.3753357,124.3753357,40.53271103,36.07962036,37.30062866,6.081103802,5.075567245,4.764329433,4.764329433,7.158464909,31.07587814,31.07587814,32.22506332,77.09116364,78.26428986,77.5460434,77.45027924,77.56998444,79.96411896,79.96411896,65.57537079,67.96950531,68.49621582,27.46073341,35.02619934,35.02619934,101.6310501,101.5113373,99.28479767,96.89066315,87.52958679,85.13545227
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0004712202,.0004712202,.0004712202,.0009424404,.0009424404,.0009424404,.0009424404,.0009424404,.0009424404,.0009424404,.0004712202,.0056546419,.0056546419,.005183422,.0014136605,.0014136605,.0075395228,.008953183,.008953183,.0098956237,.0127229448,.0075395228,.0296868701,.0296868701,.0419385955,.0565464199,.0508917794,.0518342182,.0895318314,.111207962,.1884880662,.206394434,.2337252051,.3067643344,.3147750795,.4255118072,.4566123486,.5876115561,.581956923,.6531111598,.629550159,.6432155371,.6107013226,.5857266784,.6177696586,.5315363407,.6747872829,.6488701701,.6691326499,.6083452106,.5956223011,.6601794362,.733689785,1.105011344,1.244963646,1.25391686,1.219046593,1.357114077,1.38303113,1.662464738,1.618641257,2.024832964,2.065829277,1.766133189,1.809485435,1.88252461,1.783568382,1.913153887,2.393327236,2.080908298,2.298140764,2.069598913,2.205310345,2.374007225,2.638832808,3.010625601,3.653841257,3.535564899,3.110995531,3.503050804,3.675988436,3.915368319,4.625497341,5.197558403,5.238083363,5.127817631,4.927549362,5.525056362,5.959050179,6.071200371,6.332727909,6.236127853,5.678203106,5.13017416,5.200857162,4.818226337,6.190419197,5.33609724,9.390475273,10.61329174,11.2192812,11.76731014,11.71453285
Oman,OMN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0207061507,.0207061507,.0207061507,.0414123014,.0414123014,.0414123014,.0414123014,.0414123014,.0414123014,.0414123014,.1656492054,.1656492054,.1656492054,.1449430436,.1449430436,.1449430436,.1449430436,.1449430436,.2070614994,.2070614994,.0621184483,.0621184483,.1656492054,.1656492054,.1656492054,.1656492054,.2898860872,.2898860872,.2277676463,.2277676463,.3520045578,.4555352926,.3520045578,.8282459974,.8282459974,.9110705853,.7868337035,.7868337035,.9110705853,1.01460135,1.656491995,1.55296123,1.55296123,1.076719761,1.387312055,1.428724408,1.449430466,2.381207228,2.256970406,2.153439522,2.56756258,2.671093464,2.671093464,2.671093464,3.78922534,4.037699223,4.099817753,3.250865459,3.892756224,3.892756224,2.712505579,5.321480751,5.321480751,10.60154915,9.17282486,10.16671944,10.9535532,11.49191284,12.75498867,13.68676472,14.57712936,12.87922573,15.63314342,10.35307503,11.16061497,10.08389473,10.18742561,11.34697056,10.04248238,9.752596855,10.47731209,11.26414585,11.82321167,11.82321167,11.57473755,13.04487419,12.07168579,13.06558037,14.74277878,14.10088825,17.02045441,15.21901989,17.8279953,17.8279953,19.96072769,18.88400841,31.43193626,28.65731239,26.37963486,26.37963486,28.92649078,36.36000061,61.24879074,81.60293579,96.84266663,97.00831604,103.592865,125.9348068,158.1535797,172.8135223
New Zealand,NZL,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.84100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2478826642,.454451561,.5577359796,.7643048763,1.032844424,1.156785727,1.301383972,1.528609753,1.714521766,1.900433779,1.879776835,2.168973207,2.664738655,2.871307611,3.945465803,4.668457031,5.246849537,6.176409721,7.00268507,7.828960896,9.15100193,10.34910107,11.81574059,12.27019215,11.8777113,12.08428001,12.29084873,12.41479015,12.06362343,11.67114258,11.34063148,10.12187576,8.551952362,8.469324112,8.221441269,7.477793694,6.796116352,5.742615223,5.308820248,4.751084328,3.738896847,3.800867558,3.594298601,3.13984704,2.74736619,2.871307611,2.685395479,2.768023014,2.788680077,2.809336901,2.788680077,2.458169699,2.313571453,2.086345673,1.776492476,1.34269774,1.56992352,1.363354683,1.17744267,1.094815135,.9295600057,.7229911089,.6816773415,.599049747,.8469324112,.9915306568,.7023342252,.599049747,.5370790958,.5370790958,.5164222121,.5164222121,.4131377637,.39248088,.1445982158,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,0
Nepal,NPL,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.08787155,0,0,0,0,0,0,0,0,0,0,0,.0035602555,.0035602555,.0035602555,.0035602555,.0035602555,.0035602555,.0035602555,.0035602555,.0035602555,.0035602555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0035602555,.0035602555,.0035602555,.0106807668,.0106807668,.0106807668,.0213615336,.0320422985,.0356025547,.0391628109,.0498435758,.0498435758,.0498435758,.0427230671,.0427230671,.0427230671,.0320422985,.0213615336,.0178012773,.0142410221,.0213615336,.0213615336,.053403832,.053403832,.053403832,.0605243444,.0605243444,.0676448569,.0676448569,.0712051094,.0498435758,.0498435758,.0178012773,.0213615336,.0498435758,.0569640882,.1317294538,.1246089414,.1851332933,.2705794275,.4236704111,.5233575702,.5375986099,.6016831994,.6194844842,.6088036895,.5375986099,.6978101134,.6800088286,.6337254643,.6337254643,.6479665041,.996871531,1.003992081,1.299493313,1.616356015,2.278563499,2.175316095,2.260762215,2.435214758,2.520660877,2.823282719,2.492178917
Norway,NOR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.311915874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0188255999,.0188255999,.0188255999,.0188255999,.0188255999,.0188255999,.0188255999,.0188255999,.0188255999,.0188255999,0,0,0,0,0,.0941279978,.0941279978,.0941279978,.0941279978,.1129535958,.1129535958,.2070815861,.2259071916,.2259071916,.5835936069,.4894655943,.4894655943,.4894655943,.4894655943,.4706399739,.4706399739,.376511991,.3576864004,.3576864004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.8629913,144.8629913,144.8629913,144.8629913,144.8629913,144.8629913,144.8629913,144.8629913,144.8629913,144.8629913,0,0,0,7.737321377,7.737321377,7.737321377,7.737321377,7.737321377,7.737321377,7.737321377,7.737321377,7.737321377,7.737321377,0,0,0,0
Netherlands,NLD,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/nl/flat/64.png,17231624,17.2316246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/ni/flat/64.png,6465513,6.465513229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0618667044,.0618667044,.0618667044,.0618667044,.0618667044,.0618667044,.0928000584,.0928000584,.0928000584,.1082667336,.0464000292,.0464000292,.0464000292,.0464000292,.0464000292,.0464000292,.0154666761,.0154666761,.0154666761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96960187,2.96960187,2.96960187,2.96960187,2.96960187,2.96960187,2.96960187,5.614403248,5.614403248,5.614403248,2.644801617,2.644801617,2.644801617,2.644801617,2.644801617,2.644801617,2.644801617,0,0,0,0,9.017072678,9.017072678,9.017072678,9.017072678,9.017072678,9.017072678,9.017072678,13.42507458,13.42507458
Nigeria,NGA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ng/flat/64.png,195874740,195.8747406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0005105304,.0005105304,.0005105304,.0005105304,.0010210607,.0010210607,.0010210607,.0010210607,.0010210607,.0015315911,.0010210607,.0010210607,.0035737124,.0035737124,.0035737124,.0091895461,.0117421979,.0117421979,.0158264413,.0163369719,.0209317449,.0209317449,.0219528042,.025526518,.0311423521,.0331844725,.0336950049,.0377792455,.0485003851,.0597320497,.0587109886,.0622847043,.0607531108,.0663689449,.0602425821,.0571793988,.0541162156,.0556478091,.0479898527,.0444161408,.0490109138,.0454372019,.0699426606,.0668794736,.0832164437,.0786216706,.1036376581,.1067008451,.1322273612,.1506064534,.1766435057,.2164648622,.2236122936,.2343334258,.2813022137,.3104024529,.3420553207,.3895346522,.4283349514,.478877455,.5069566369,.4926617742,.5049145222,.5421832204,.5130829811,.535035789,.5636255145,.5529043674,.5059355497,.466114223,.4630510211,.4839827716,.4916407168,.5186988115,.5615833998,.5692413449,.5442253351,.5442253351,.6248891354,.6693052649,.6764526963,.6978949904,.6856422424,.6892159581,.6861528158,.700447619,.8428856134,.9046598077,.8602436185,.843906641,.9174230695,1.025144935
Niger,NER,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ne/flat/64.png,22442948,22.44294739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0579246543,.1158493087,.1158493087,.1247607991,.1782297045,.1826854497,.1826854497,.3341807127,.3341807127,.4010168612,.3430922031,.2851675451,.3742823899,.3787381351,.3430922031,.3386364579,.3831938803,.525777638,.806489408,.886692822,1.04709959,1.158493161,1.22532928,1.292165399,1.416926146,1.492673874,1.563965678,1.399103165,1.167404652,1.091656923,.9713519216,.940161705,.8956043124,.8777813315,.8109451532,.7663877606,.7084630728,.6282597184,.6238039732,.6371712089,.6282597184,.5703350902,.4990431964,.5079546571,.5213218927,.5079546571,.5168661475,.5168661475,.5213218927,.4723087251,.454485774,.4767644703,.4366627932,.396561116,.3520036638,.356459409,.3831938803,.356459409,.3252692223,.3297249675,.3297249675,.2985347509,.3163577318,.2851675451,.2495215982,.2361543626,.1648624837,.1514952481,.1470395178,.1069378257,.1113935709,.0980263427,.0802033693,.1158493087
New Caledonia,NCL,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/nc/flat/64.png,284060,.2840600014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,0,0,0,0,0,4.576498032,4.576498032,4.928536415,4.928536415,5.632612705,5.632612705,5.632612705,5.632612705,5.632612705,5.632612705,1.056114912,1.056114912,.7040765882,.7040765882,0,0,0,0,0,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,.3520382941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3520382941,.7040765882,.7040765882,.7040765882,.7040765882,.7040765882,.7040765882,.7040765882,1.056114912,1.056114912,.7040765882
Namibia,NAM,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/na/flat/64.png,2448255,2.448255062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.1225362495,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,0,0,0,0,.0408454165,.0408454165,.1225362495,.1225362495,.1225362495,.1225362495,.1225362495,.1633816659,.1633816659,.1633816659,.1633816659,.1633816659,.081690833,.081690833,.081690833,.081690833,.081690833,.0408454165,.0408454165,.0408454165,0,.0408454165,.0408454165,.081690833,.1225362495,.1225362495,.1225362495,.1225362495,.1633816659,.2042270899,.2042270899,.1633816659,.1633816659,.1225362495,.1225362495,.1225362495,.1225362495,.1225362495,.081690833,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,0,0,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.081690833,.1225362495,.0408454165,.0408454165,.0408454165,.0408454165,.0408454165,.081690833,.1225362495
Malaysia,MYS,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/my/flat/64.png,31528585,31.52858543,0,0,0,0,0,0,.003171725,.003171725,.003171725,.003171725,.0095151747,.0095151747,.0095151747,.0095151747,.0222020745,.0222020745,.0190303493,.0380606987,.0444041491,.0444041491,.0380606987,.0380606987,.0380606987,.0475758724,.0348889753,.0348889753,.0348889753,.0158586241,.0095151747,.0095151747,.0095151747,.0222020745,.0222020745,.0126868999,.0126868999,.0158586241,.0190303493,.0190303493,.0190303493,.0253737997,.0253737997,.0126868999,.0412324257,.0634344965,.0634344965,.0824648514,.1141820997,.1617579758,.1998186707,.2791118026,.3584049046,.3584049046,.4694152772,.4979608059,.5487084389,.6660622358,.8246484995,.9927498698,1.243316174,1.341639638,1.60489285,1.991843224,2.042590857,2.270955086,2.50566268,3.114633799,3.174896717,3.485725641,3.580877542,4.101040363,4.281828403,4.253283024,4.595829487,4.957406044,5.207972527,4.836880684,5.220659256,5.122335911,5.039870739,4.646576881,4.29451561,4.262798309,4.015403748,3.758494139,3.536473274,3.476210594,3.140007734,2.94970417,2.822835207,2.778430939,2.730855227,2.772087574,2.762572289,2.603986263,2.55323863,2.664248943,2.59764266,2.638875246,2.670592308,2.708652973,2.864067554,2.845037222,2.753057241,2.749885559,2.765744209,2.569097281,2.52152133,2.381965399,2.274126768,2.159944773,2.166288137,2.017217159,2.001358509,1.884004593,1.712731481,1.677842498,1.623923182,1.75713563,1.868145943,1.979156375,1.766650796,1.728590131,1.769822478,1.858630776,1.839600444,1.804711461,1.750792146,1.601721048,1.455821753,2.045762539,2.096510172,2.096510172,2.213864088,2.473945379,2.496147394,2.50566268,3.482553959,3.802898169
Malawi,MWI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mw/flat/64.png,18143315,18.14331436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0165350158,.0165350158,.0165350158,.0165350158,.0165350158,.0165350158,.0165350158,.0220466889,.0220466889,.0220466889,.0055116722,.0110233445,.0220466889,.0220466889,.0330700316,.0330700316,.0330700316,.0275583602,.0275583602,.0275583602,.0551167205,.0496050492,.0385817066,.0385817066,.0826750845,.0826750845,.0826750845,.0826750845,.0826750845,.0826750845,.0716517344,.0716517344,.0716517344,.0716517344,.0165350158,.0220466889,.0220466889,.0496050492,.0496050492,.0716517344,.0551167205,.0551167205,.0826750845,.0826750845,.0826750845,.0771634132,.0771634132,.0992100984,.0992100984,.0992100984,.0992100984,.0992100984,.0716517344,.0716517344,.0716517344,.0716517344,.1267684549,.0826750845,.0992100984,.0771634132,.0992100984,.0992100984
Mauritius,MUS,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mu/flat/64.png,1265303,1.265303016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5532271862,.5532271862,.5532271862,.6322596073,1.501616597,1.817746401,1.817746401,2.212908745,3.319362879,3.319362879,3.477427959,4.583882332,5.848401546,7.903245449,12.72422504,14.6210041,15.88552284,16.99197769,17.30810738,17.70326996,18.49359322,18.17746353,17.22907448,15.33229542,9.720991135,7.74518013,6.796791077,5.453238964,4.188719749,3.872590065,2.450006008,1.896778822,1.659681439,1.422584176,1.343551636,1.106454372,.7903245091,.7903245091,.6322596073,.5532271862,.4741947055,.2370973527,.1580649018,.1580649018,.1580649018,.1580649018,.1580649018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1580649018,.1580649018,.1580649018,.1580649018,.1580649018,.2370973527,.2370973527,.2370973527,.2370973527,.2370973527,.0790324509,.0790324509,.0790324509
Mauritania,MRT,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/mr/flat/64.png,4403319,4.403318882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0454202853,.0454202853,.0454202853,.0454202853,.0454202853,.0454202853,.0454202853,.0454202853,.0454202853,.0454202853,0,0,0,0,0,0,0,0,0,0,0,.0908405706,.0908405706,.0908405706,.0908405706,.0908405706,.0908405706,.0908405706,.0908405706,.0908405706,.0908405706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0227101427,.0227101427,.0227101427,.0227101427,.0227101427,.0227101427,.0227101427,.0227101427,.0227101427,.0227101427,.1816811413,.1816811413,.1816811413,.1816811413,.1816811413,.3179419935,.3179419935,.4542028606,.4542028606,1.090086818,.9538260102,1.135507107,1.226347685,2.021202803,2.112043381,2.225594044,2.679796934,2.611666441,5.064362049,5.064362049,5.76837635,6.06360817,6.608651638,6.109028339,7.244535446
Mozambique,MOZ,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mz/flat/64.png,29495962,29.49596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0033902945,.0033902945,.0033902945,.0033902945,.0033902945,.0033902945,.006780589,.006780589,.006780589,.006780589,.0033902945,.0033902945,.0033902945,.0033902945,.0101708835,.0237320624,.020341767,.020341767,.020341767,.0237320624,.0339029469,.0339029469,.0339029469,.0339029469,.027122356,.013561178,.013561178,.013561178,.0339029469,.0339029469,.0237320624,.0237320624,.0305126514,.040683534,.0508544184,.0745864809,.0745864809,.0745864809,.054244712,.0508544184,.054244712,.0779767781,.0745864809,.0678058937,.0576350093,.0339029469,.0474641249,.0474641249,.0474641249,.0474641249,.054244712,.0983185396,.0949282497,.0915379524,.1288311929,.1356117874,.1423923671,.1457826644,.1661244333,.1695147306,.1966370791,.1457826644,.162734136,.1864662021,.152563259,.1593438387,.1559535563,.1593438387,.1593438387,.1593438387,.1423923671,.1254408956,.1288311929,.1152700186,.1118797213
